user_id,song_id,play_count
0.0,0,40428.0
0.0,1,20192.0
0.0,2,40160.0
0.0,3,19788.0
0.0,4,-130.0
0.0,5,68.0
0.0,6,-102.0
0.0,7,40076.0
0.0,8,20100.0
0.0,9,38.0
0.0,10,76.0
0.0,11,78.0
0.0,12,20020.0
0.0,13,20034.0
0.0,14,10.0
0.0,15,58.0
0.0,16,56.0
0.0,17,64.0
0.0,18,20028.0
0.0,19,34.0
0.0,20,20046.0
0.0,21,34.0
0.0,22,32.0
0.0,23,60.0
0.0,24,60.0
0.0,25,38.0
0.0,26,86.0
0.0,27,54.0
0.0,28,20092.0
0.0,29,38.0
0.0,30,-158.0
0.0,31,26.0
0.0,32,-164.0
0.0,33,20078.0
0.0,34,16.0
0.0,35,-170.0
0.0,36,42.0
0.0,37,34.0
0.0,38,20042.0
0.0,39,30.0
0.0,40,26.0
0.0,41,-332.0
0.0,42,56.0
0.0,43,62.0
0.0,44,36.0
0.0,45,10.0
0.0,46,70.0
0.0,47,52.0
0.0,48,4.0
0.0,49,28.0
0.0,50,50.0
0.0,51,20.0
0.0,52,12.0
0.0,53,36.0
0.0,54,26.0
0.0,55,50.0
0.0,56,38.0
0.0,57,14.0
0.0,58,14.0
0.0,59,36.0
0.0,60,20038.0
0.0,61,12.0
0.0,62,-194.0
0.0,63,10.0
0.0,64,20042.0
0.0,65,50.0
0.0,66,52.0
0.0,67,14.0
0.0,68,18.0
0.0,69,18.0
0.0,70,14.0
0.0,71,44.0
0.0,72,30.0
0.0,73,20068.0
0.0,74,44.0
0.0,75,34.0
0.0,76,16.0
0.0,77,52.0
0.0,78,38.0
0.0,79,40.0
0.0,80,28.0
0.0,81,-164.0
0.0,82,8.0
0.0,83,8.0
0.0,84,16.0
0.0,85,46.0
0.0,86,-166.0
0.0,87,10.0
0.0,88,54.0
0.0,89,48.0
0.0,90,-198.0
0.0,91,22.0
0.0,92,26.0
0.0,93,18.0
0.0,94,26.0
0.0,95,-182.0
0.0,96,18.0
0.0,97,22.0
0.0,98,34.0
0.0,99,36.0
0.0,100,30.0
0.0,101,12.0
0.0,102,56.0
0.0,103,6.0
0.0,105,20012.0
0.0,106,42.0
0.0,107,24.0
0.0,108,38.0
0.0,109,16.0
0.0,110,14.0
0.0,111,16.0
0.0,112,36.0
0.0,113,18.0
0.0,114,38.0
0.0,115,22.0
0.0,116,14.0
0.0,117,46.0
0.0,118,32.0
0.0,119,28.0
0.0,120,36.0
0.0,121,16.0
0.0,122,26.0
0.0,123,34.0
0.0,124,16.0
0.0,125,14.0
0.0,126,24.0
0.0,127,30.0
0.0,128,10.0
0.0,129,32.0
0.0,130,16.0
0.0,131,20022.0
0.0,132,32.0
0.0,133,10.0
0.0,134,-142.0
0.0,135,14.0
0.0,136,20040.0
0.0,137,28.0
0.0,138,20020.0
0.0,139,32.0
0.0,140,36.0
0.0,141,28.0
0.0,142,8.0
0.0,143,40.0
0.0,144,16.0
0.0,145,18.0
0.0,146,44.0
0.0,147,22.0
0.0,148,18.0
0.0,149,4.0
0.0,150,26.0
0.0,151,18.0
0.0,152,12.0
0.0,154,4.0
0.0,155,4.0
0.0,156,12.0
0.0,157,18.0
0.0,158,4.0
0.0,159,12.0
0.0,160,14.0
0.0,161,4.0
0.0,162,12.0
0.0,164,8.0
0.0,165,36.0
0.0,166,18.0
0.0,167,28.0
0.0,168,26.0
0.0,169,28.0
0.0,170,26.0
0.0,171,74.0
0.0,172,2.0
0.0,173,6.0
0.0,174,22.0
0.0,175,6.0
0.0,176,14.0
0.0,177,12.0
0.0,178,20014.0
0.0,179,10.0
0.0,180,12.0
0.0,182,14.0
0.0,183,10.0
0.0,184,26.0
0.0,185,-190.0
0.0,186,12.0
0.0,187,22.0
0.0,188,12.0
0.0,189,26.0
0.0,190,74.0
0.0,191,6.0
0.0,192,30.0
0.0,193,12.0
0.0,195,8.0
0.0,196,-188.0
0.0,197,12.0
0.0,198,32.0
0.0,199,8.0
0.0,200,28.0
0.0,201,12.0
0.0,202,28.0
0.0,203,22.0
0.0,204,22.0
0.0,205,36.0
0.0,206,20.0
0.0,209,22.0
0.0,210,12.0
0.0,211,10.0
0.0,212,12.0
0.0,213,20.0
0.0,214,12.0
0.0,215,14.0
0.0,216,4.0
0.0,218,4.0
0.0,219,20.0
0.0,220,22.0
0.0,221,20000.0
0.0,222,8.0
0.0,223,20.0
0.0,224,20.0
0.0,225,22.0
0.0,226,16.0
0.0,227,8.0
0.0,228,16.0
0.0,229,18.0
0.0,230,26.0
0.0,231,12.0
0.0,232,16.0
0.0,233,6.0
0.0,234,16.0
0.0,235,18.0
0.0,236,18.0
0.0,237,19820.0
0.0,238,10.0
0.0,239,22.0
0.0,240,16.0
0.0,241,20.0
0.0,243,4.0
0.0,244,-200.0
0.0,245,26.0
0.0,246,20.0
0.0,247,8.0
0.0,248,26.0
0.0,249,4.0
0.0,250,12.0
0.0,251,34.0
0.0,252,6.0
0.0,254,18.0
0.0,255,10.0
0.0,256,8.0
0.0,257,18.0
0.0,258,30.0
0.0,259,20.0
0.0,262,8.0
0.0,263,18.0
0.0,264,18.0
0.0,266,18.0
0.0,267,46.0
0.0,268,18.0
0.0,269,16.0
0.0,270,10.0
0.0,271,18.0
0.0,272,-182.0
0.0,275,36.0
0.0,276,12.0
0.0,277,8.0
0.0,278,26.0
0.0,280,10.0
0.0,281,4.0
0.0,282,4.0
0.0,286,22.0
0.0,287,24.0
0.0,288,12.0
0.0,289,14.0
0.0,290,14.0
0.0,291,8.0
0.0,292,-190.0
0.0,293,18.0
0.0,294,10.0
0.0,295,-200.0
0.0,296,38.0
0.0,297,26.0
0.0,298,8.0
0.0,299,24.0
0.0,301,6.0
0.0,303,4.0
0.0,305,8.0
0.0,308,10.0
0.0,309,8.0
0.0,312,4.0
0.0,315,12.0
0.0,316,8.0
0.0,317,14.0
0.0,321,8.0
0.0,322,6.0
0.0,329,4.0
0.0,335,8.0
0.0,336,4.0
0.0,338,10.0
0.0,342,8.0
0.0,343,4.0
0.0,346,10.0
0.0,352,2.0
0.0,353,10.0
0.0,355,14.0
0.0,358,14.0
0.0,359,8.0
0.0,362,8.0
0.0,365,6.0
0.0,366,8.0
0.0,367,12.0
0.0,369,8.0
0.0,370,14.0
0.0,378,8.0
0.0,379,4.0
0.0,380,20.0
0.0,382,4.0
0.0,388,12.0
0.0,394,10.0
0.0,397,8.0
0.0,398,8.0
0.0,401,6.0
0.0,405,8.0
0.0,408,4.0
0.0,410,14.0
0.0,411,4.0
0.0,412,10.0
0.0,418,24.0
0.0,419,18.0
0.0,423,12.0
0.0,425,4.0
0.0,427,6.0
0.0,428,10.0
0.0,430,10.0
0.0,432,6.0
0.0,433,12.0
0.0,438,26.0
0.0,440,10.0
0.0,442,12.0
0.0,444,6.0
0.0,447,16.0
0.0,453,6.0
0.0,455,8.0
0.0,459,14.0
0.0,462,6.0
0.0,463,2.0
0.0,467,10.0
0.0,468,8.0
0.0,474,6.0
0.0,475,8.0
0.0,480,8.0
0.0,486,6.0
0.0,487,8.0
0.0,489,6.0
0.0,490,6.0
0.0,494,6.0
0.0,495,6.0
0.0,497,10.0
0.0,498,8.0
0.0,500,6.0
1.0,0,68.0
1.0,1,-132.0
1.0,2,50.0
1.0,3,-138.0
1.0,4,64.0
1.0,5,90.0
1.0,6,46.0
1.0,7,42.0
1.0,8,60.0
1.0,9,20058.0
1.0,10,20.0
1.0,11,22.0
1.0,12,32.0
1.0,13,40.0
1.0,14,40.0
1.0,15,20.0
1.0,16,-170.0
1.0,17,18.0
1.0,18,20.0
1.0,19,22.0
1.0,20,32.0
1.0,21,14.0
1.0,22,14.0
1.0,23,16.0
1.0,24,8.0
1.0,25,6.0
1.0,26,24.0
1.0,27,19820.0
1.0,28,18.0
1.0,30,72.0
1.0,31,0.0
1.0,32,24.0
1.0,33,18.0
1.0,34,2.0
1.0,36,6.0
1.0,37,28.0
1.0,38,16.0
1.0,39,-176.0
1.0,40,28.0
1.0,41,30.0
1.0,42,20000.0
1.0,43,2.0
1.0,44,26.0
1.0,45,8.0
1.0,46,40.0
1.0,47,18.0
1.0,48,0.0
1.0,50,24.0
1.0,51,14.0
1.0,52,10.0
1.0,53,6.0
1.0,55,16.0
1.0,56,24.0
1.0,57,8.0
1.0,58,10.0
1.0,59,18.0
1.0,60,10.0
1.0,61,6.0
1.0,62,16.0
1.0,63,8.0
1.0,64,4.0
1.0,65,6.0
1.0,66,28.0
1.0,67,6.0
1.0,68,30.0
1.0,69,20008.0
1.0,70,8.0
1.0,73,14.0
1.0,74,-2.0
1.0,75,8.0
1.0,76,22.0
1.0,79,12.0
1.0,80,-2.0
1.0,81,20000.0
1.0,83,14.0
1.0,84,4.0
1.0,85,18.0
1.0,86,2.0
1.0,87,6.0
1.0,88,-2.0
1.0,89,-178.0
1.0,92,16.0
1.0,93,20.0
1.0,94,14.0
1.0,95,22.0
1.0,96,10.0
1.0,97,12.0
1.0,99,24.0
1.0,100,-194.0
1.0,102,-2.0
1.0,103,10.0
1.0,104,24.0
1.0,105,26.0
1.0,106,6.0
1.0,108,8.0
1.0,109,18.0
1.0,110,10.0
1.0,113,14.0
1.0,114,6.0
1.0,115,6.0
1.0,116,26.0
1.0,118,6.0
1.0,119,40.0
1.0,123,6.0
1.0,124,38.0
1.0,126,2.0
1.0,127,28.0
1.0,129,8.0
1.0,130,8.0
1.0,132,10.0
1.0,133,16.0
1.0,135,-2.0
1.0,138,8.0
1.0,139,8.0
1.0,141,8.0
1.0,143,8.0
1.0,146,4.0
1.0,147,12.0
1.0,148,32.0
1.0,149,16.0
1.0,150,8.0
1.0,152,4.0
1.0,153,-192.0
1.0,154,8.0
1.0,155,6.0
1.0,156,14.0
1.0,162,16.0
1.0,164,-2.0
1.0,165,8.0
1.0,170,4.0
1.0,171,2.0
1.0,172,6.0
1.0,175,12.0
1.0,176,4.0
1.0,181,16.0
1.0,183,14.0
1.0,185,10.0
1.0,186,8.0
1.0,188,10.0
1.0,190,10.0
1.0,192,6.0
1.0,194,6.0
1.0,196,10.0
1.0,197,12.0
1.0,198,12.0
1.0,200,14.0
1.0,202,34.0
